predicted_velocity,real_velocity,measured_velocity,predicted_error,measured_error
0.9293962,0.9319916,0.9308007,0.2784816,0.1277738
0.9303892,0.9329916,0.9321978,0.2789305,0.08507634
0.9313866,0.9339916,0.9331933,0.2788999,0.08547026
0.9323868,0.9349915,0.9341303,0.2785825,0.0921171
0.9333865,0.9359915,0.9350693,0.2783167,0.09853323
0.9343877,0.9369915,0.936048,0.2778925,0.1006927
0.935392,0.9379915,0.9369431,0.2771323,0.1117693
0.9363865,0.9389915,0.9379658,0.2774212,0.1092317
0.9373738,0.9399915,0.9388923,0.2784767,0.116934
0.9383685,0.9409915,0.03870549,0.2787445,95.88673
0.9393591,0.9419914,0.9408017,0.279442,0.1262972
0.9403502,0.9429914,0.9417763,0.2800875,0.1288559
0.9413438,0.9439914,0.9431713,0.2804727,0.08688214
0.942337,0.9449914,0.9441313,0.2808886,0.09102248
0.9433337,0.9459914,0.9450954,0.2809383,0.09471302
0.9443302,0.9469914,0.9460219,0.281013,0.1023736
