predicted_velocity,real_velocity,measured_velocity,predicted_error,measured_error
2.513809,2.516,2.514789,0.08707585,0.04813857
2.5148,2.517,2.515814,0.08742015,0.04713432
2.51579,2.518,2.517236,0.08776417,0.03034677
2.516787,2.519,2.518206,0.08784292,0.03149889
2.51779,2.52,2.519097,0.08768506,0.03581956
2.518785,2.521,2.520114,0.08784889,0.03514334
2.519776,2.522,2.521071,0.08818275,0.03680268
2.520771,2.523,2.521945,0.08831789,0.0417776
2.521774,2.523999,2.522924,0.08816011,0.0425923
2.522773,2.524999,2.523999,0.08816297,0.03961054
2.523772,2.525999,2.524811,0.08818469,0.04705134
2.524779,2.526999,2.525739,0.08784789,0.04985374
2.525788,2.527999,2.527291,0.08748305,0.02800099
2.526787,2.528999,2.528207,0.08746731,0.03130836
2.527781,2.529999,2.529102,0.08766834,0.0354424
2.528782,2.530999,2.530106,0.0875866,0.03526825
2.529787,2.531999,2.531085,0.08737311,0.03609237
2.530781,2.532999,2.531972,0.08757392,0.04054906
2.531764,2.533999,2.532967,0.08818857,0.04070242
2.532751,2.534999,2.533875,0.08867107,0.04433553
2.533733,2.535999,2.534904,0.08934121,0.04316169
2.534706,2.536999,2.535841,0.09035853,0.04563505
2.535693,2.537998,2.536786,0.0908396,0.04776829
2.536694,2.538998,2.538179,0.09074748,0.03227433
