predicted_velocity,real_velocity,measured_velocity,predicted_error,measured_error
0.09733725,0.09783767,0.09777725,0.5114857,0.06175965
0.09753831,0.09803623,0.09773623,0.5078886,0.3060069
0.09773839,0.0982338,0.09823358,0.5043112,0.0002199516
0.09793746,0.09843037,0.09816179,0.5007758,0.2728614
0.09813552,0.09862597,0.09821307,0.4972822,0.4186486
0.09833259,0.09882058,0.09877707,0.4938148,0.0440307
0.09852868,0.09901422,0.09873605,0.490381,0.2809444
0.09872378,0.09985918,0.099177,1.136995,0.6831446
0.09891792,0.1006999,0.09957179,1.769607,1.120274
0.09943722,0.1015364,0.1006639,2.067444,0.8593197
0.1002801,0.1023688,0.1015868,2.040379,0.7638592
0.1011187,0.1031969,0.1024738,2.013897,0.7007074
0.1019531,0.104021,0.1029968,1.987958,0.9845818
0.1027834,0.1048409,0.1040018,1.962547,0.8003975
0.1036095,0.1056567,0.104858,1.937648,0.7559407
0.1044315,0.1064685,0.1058681,1.913253,0.5638996
0.1052493,0.1072761,0.106386,1.889361,0.8298167
0.1060631,0.1080798,0.1072473,1.865944,0.770228
0.1068728,0.1088794,0.1082523,1.842982,0.5759929
0.1076784,0.109675,0.1087343,1.820468,0.8577998
0.1084801,0.1104667,0.04515578,1.798391,59.12272
0.1092777,0.1105155,0.1106519,1.119993,0.1234129
0.1100713,0.110564,0.1105698,0.4455834,0.005269667
0.1104915,0.1106123,0.110657,0.1091598,0.04041458
0.1105402,0.1106603,0.1106877,0.108567,0.02478358
0.1105886,0.1107081,0.1105852,0.1079818,0.1110371
0.1106367,0.1107557,0.1105954,0.1073905,0.1446718
0.1106847,0.110803,0.1106108,0.1068134,0.1734365
0.1107323,0.1108501,0.1107031,0.1062371,0.1325846
0.1107798,0.110897,0.1106262,0.1056748,0.2441358
0.110827,0.1109436,0.1110774,0.1051133,0.1206466
0.1108739,0.11099,0.1111031,0.1045592,0.1018942
0.1109206,0.1110361,0.1110979,0.1040125,0.05566659
0.1109671,0.111082,0.1110518,0.1034665,0.02724496
0.1110134,0.1111277,0.1111851,0.1029077,0.05161139
0.1110594,0.1111732,0.1111031,0.1023429,0.06309724
0.1111052,0.1112184,0.1110825,0.1017921,0.1221907
0.1111508,0.111302,0.1111082,0.1358819,0.174165
0.1111961,0.1113852,0.1111389,0.1697473,0.2210922
0.1112605,0.111468,0.111503,0.1860908,0.03140837
0.1113439,0.1115503,0.1116619,0.1850317,0.1000465
0.1114269,0.1116323,0.1115184,0.1839548,0.1020288
0.1115095,0.1117138,0.1115799,0.1828802,0.1198548
0.1115916,0.1117949,0.1115953,0.1818211,0.1785688
0.1116734,0.1118756,0.1116055,0.1807776,0.2414208
0.1117547,0.1119559,0.1120106,0.1797561,0.04882051
0.1118356,0.1120358,0.1120977,0.1787368,0.05526296
0.1119161,0.1121153,0.1120311,0.1777195,0.07514022
0.1119962,0.1121944,0.1120619,0.1767044,0.1181792
0.1120759,0.1122732,0.1120413,0.1756979,0.2064762
0.1121552,0.1123515,0.112067,0.1747001,0.2532302
0.1122341,0.1124294,0.1125541,0.1737108,0.1108746
0.1123126,0.112507,0.1124618,0.1727302,0.04015118
0.1123907,0.1127399,0.11259,0.3097405,0.1330122
0.1124685,0.1129717,0.1124567,0.4454913,0.4559313
0.1126237,0.1132024,0.1130463,0.5111834,0.1378789
0.1128561,0.1134319,0.1130463,0.507594,0.3399177
0.1130873,0.1136602,116.8654,0.504044,102720
0.1133174,0.1138874,0.113543,0.5005263,0.302387
0.1135463,0.1141135,0.1139133,0.4970537,0.1753846
0.113774,0.1143384,0.1140047,0.4936061,0.2919086
0.1140007,0.1145622,0.1144358,0.4901704,0.1103323
0.1142262,0.1147849,0.1144511,0.4867594,0.2908769
0.1144506,0.1150065,0.1148417,0.4833792,0.143354
0.1146739,0.115227,0.1149989,0.4800425,0.1979373
0.114896,0.1154464,0.1153236,0.4767296,0.1063637
0.115117,0.1156646,0.1154859,0.4734466,0.1545325
0.115337,0.1158818,0.1157497,0.4701868,0.114033
0.1155558,0.1158792,0.1159222,0.2790773,0.03707957
0.1157735,0.1158766,0.1159171,0.08892996,0.03495858
0.1158808,0.115874,0.1157953,0.005896219,0.06786759
0.1158782,0.1158714,0.1159475,0.00587706,0.06570862
0.1158756,0.1158688,0.1157852,0.00585147,0.07215956
0.115873,0.1158662,0.1159678,0.005819448,0.08766468
0.1158704,0.1158637,0.115841,0.005787424,0.01959364
0.1158678,0.1158611,0.1158917,0.005755397,0.0263848
0.1158653,0.1158586,0.1158461,0.005723369,0.01084225
0.1158627,0.1158561,0.1158866,0.00569777,0.02635379
0.1158602,0.1158536,0.1158968,0.005685031,0.03727425
0.1158577,0.1158511,0.1158004,0.005659428,0.04377696
0.1158552,0.1158486,0.1159577,0.005620962,0.09409643
0.1158527,0.1158462,0.1158055,0.005595355,0.03512854
0.1158502,0.1158801,0.1159222,0.0258404,0.03627557
0.1158477,0.1159139,0.115775,0.05709713,0.1197799
0.1158634,0.1159475,0.1158866,0.07247686,0.05246685
0.1158973,0.1159809,0.1159171,0.07208981,0.05503416
0.115931,0.1160142,0.1158765,0.07170308,0.1186681
0.1159645,0.1160473,0.1158613,0.07132309,0.1602635
0.1159978,0.1160802,0.1158562,0.07094343,0.1929651
0.116031,0.116113,0.1159019,0.07058332,0.1818098
0.116064,0.1161456,0.1163178,0.0702171,0.1483117
0.1160969,0.116178,0.1164142,0.06983195,0.2033073
0.1161296,0.1162103,0.1163178,0.06945353,0.09254059
0.1161621,0.1162424,0.1163381,0.06908823,0.08234952
0.1161944,0.1162743,0.1163483,0.06872322,0.06356497
0.1162266,0.1163061,0.1163939,0.06835851,0.07546918
0.1162587,0.1162912,0.1162925,0.02800425,0.00105072
0.1162905,0.1162764,0.116328,0.0121489,0.04434091
0.116299,0.1162617,0.1163533,0.03209997,0.07884967
0.1162841,0.116247,0.1163939,0.03195661,0.1264036
0.1162693,0.1162324,0.1162925,0.03180679,0.05170366
0.1162546,0.1162178,0.1163483,0.03164408,0.1122288
0.11624,0.1162034,0.1163838,0.03148132,0.1552459
0.1162254,0.116189,0.1163584,0.03131849,0.1458195
